,time,Np,Gp,Kp,Dp,S_indep,I1_indep,I2_indep
0,0.0,0.0,0.0,0.0,0.0,1,1,1
1,15.0,38.843482221870936,0.011586326030677113,0.06509586222490198,6.291786101402445e-07,1,1,1
2,30.0,47.51059704404431,0.02009834940583937,0.33515500406863585,3.323363615445299e-06,1,1,1
3,45.0,49.444427978393726,0.023454691975669482,0.7263602467637938,7.305257373033312e-06,1,1,1
4,60.0,49.8758407004124,0.024531102114989902,1.153081755375303,1.1729675745146965e-05,1,1,1
5,75.0,49.97201408230232,0.024844845164344515,1.5827938056192514,1.626637570578283e-05,1,1,1
6,90.0,49.993384834948365,0.024931344163014242,2.005800060985038,2.0812343297313543e-05,1,1,1
7,105.0,49.99806518736768,0.02495431589245581,2.4195830313023547,2.5337610970389656e-05,1,1,1
8,120.0,49.99902196143195,0.024960232345089383,2.823652070137109,2.9833327688621284e-05,1,1,1
