TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Parameters	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
(	0.74192	0.260608	1.31344	1e-06	1.31344	0.197799	1.31344	0.105024	0.893447	1.1399	1.13613	0.110016	0.404096	0.90944	0.411136	0.531872	)	0.961202
(	0.744512	0.258432	1.31603	1e-06	1.31603	0.198087	1.31603	0.105024	0.896039	1.14016	1.13642	0.110016	0.4032	0.912032	0.410304	0.533536	)	0.958726
(	0.747136	0.256224	1.31866	1e-06	1.31866	0.198407	1.31866	0.105024	0.898663	1.14045	1.13667	0.110016	0.402272	0.914656	0.40944	0.535232	)	0.95623
(	0.749792	0.253984	1.32131	1e-06	1.32131	0.198695	1.32131	0.104992	0.901319	1.14074	1.1369	0.109984	0.401312	0.917312	0.408544	0.53696	)	0.953713
(	0.75248	0.251712	1.324	1e-06	1.324	0.199015	1.324	0.104928	0.904007	1.14106	1.13709	0.109952	0.40032	0.92	0.407616	0.53872	)	0.951177
(	0.7552	0.249408	1.32672	1e-06	1.32672	0.199303	1.32672	0.104864	0.906727	1.14134	1.13725	0.109888	0.399296	0.92272	0.406656	0.540512	)	0.948623
(	0.757952	0.247072	1.32947	1e-06	1.32947	0.199623	1.32947	0.104768	0.909479	1.14166	1.13738	0.109856	0.39824	0.925472	0.405664	0.542336	)	0.94605
(	0.760736	0.244704	1.33226	1e-06	1.33226	0.199911	1.33226	0.104704	0.912263	1.14195	1.1375	0.109824	0.397152	0.928256	0.40464	0.544192	)	0.943459
(	0.763552	0.242304	1.33507	1e-06	1.33507	0.200231	1.33507	0.104672	0.915079	1.14221	1.13766	0.109792	0.396032	0.931072	0.403584	0.54608	)	0.94085
(	0.7664	0.239872	1.33792	1e-06	1.33792	0.200583	1.33792	0.10464	0.917927	1.14243	1.13786	0.109792	0.39488	0.93392	0.402496	0.548	)	0.938224
