time,pN,pG,pK,pD
0.0,0.0,0.0,0.0,0.0
15.0,35.76659235945536,9.354432702592387,31.09543518237041,0.7159230602795622
30.0,14.406940090256262,9.331623306019035,47.382178327981684,6.447473427651977
45.0,8.976245072163588,5.4445158500971225,47.95352507182466,9.284657869940766
60.0,8.812020220512755,4.313463099562735,47.8817972271168,9.311339397967354
75.0,9.113305270369953,4.164552676180988,47.77795334233218,8.93048994157495
90.0,9.339866368956255,4.22571743890422,47.716987570675755,8.683873710241013
105.0,9.447296179998249,4.287645710480202,47.69157462636757,8.576013350166294
120.0,9.485252707393615,4.319675681253122,47.68371898814982,8.540033853191993
