time,pN,pG,pK,pD
0.0,0.0,0.0,0.0,0.0
15.0,38.84348222187094,0.011586326030677113,0.06509586222490198,6.291786101402445e-07
30.0,47.51059704404431,0.020098349405839374,0.33515500406863585,3.323363615445299e-06
45.0,49.444427978393726,0.023454691975669482,0.7263602467637938,7.305257373033311e-06
60.0,49.8758407004124,0.024531102114989902,1.153081755375303,1.1729675745146965e-05
75.0,49.972014082302316,0.024844845164344515,1.5827938056192514,1.626637570578283e-05
90.0,49.99338483494837,0.024931344163014242,2.005800060985038,2.0812343297313543e-05
105.0,49.99806518736768,0.024954315892455812,2.419583031302355,2.5337610970389656e-05
120.0,49.99902196143195,0.024960232345089386,2.823652070137109,2.9833327688621284e-05
